,UniProt1,UniProt2,symbol1,symbol2,evidence type
3556,Q15116,Q8NCG7,PDCD1,DAGLB,exp
3557,Q15116,Q9UL18,PDCD1,AGO1,exp
3558,Q15116,Q6PJF5,PDCD1,RHBDF2,exp
3559,Q15116,Q8WUD6,PDCD1,CHPT1,exp
3560,Q15116,Q9Y519,PDCD1,TMEM184B,exp
3561,Q15116,Q9Y6D5,PDCD1,ARFGEF2,exp
3562,Q15116,Q9P0V3,PDCD1,SH3BP4,exp
3563,Q15116,Q9UIA9,PDCD1,XPO7,exp
3564,Q15116,Q9BWM7,PDCD1,SFXN3,exp
3565,Q15116,Q8IZQ1,PDCD1,WDFY3,exp
3566,Q15116,Q8NCW6,PDCD1,GALNT11,exp
3567,Q15116,Q9NVH2,PDCD1,INTS7,exp
3568,Q15116,Q8IY17,PDCD1,PNPLA6,exp
3569,Q15116,Q9UBH6,PDCD1,XPR1,exp
3570,Q15116,Q8WWX8,PDCD1,SLC5A11,pred
3571,Q15116,Q9BXB1,PDCD1,LGR4,exp
3572,Q15116,Q9NZQ7,PDCD1,CD274,exp;ortho;pred
3573,Q15116,Q8IUX1,PDCD1,TMEM126B,exp
3574,Q15116,Q8IU60,PDCD1,DCP2,exp
3575,Q15116,Q969H6,PDCD1,POP5,exp
3576,Q15116,Q8N122,PDCD1,RPTOR,exp
3577,Q15116,Q6AI08,PDCD1,HEATR6,exp
3578,Q15116,Q9BQ51,PDCD1,PDCD1LG2,exp;ortho;pred
3579,Q15116,Q9BUV8,PDCD1,C20orf24,exp
3580,Q15116,Q8NE86,PDCD1,MCU,exp
3581,Q15116,Q9H4I9,PDCD1,SMDT1,exp
3582,Q15116,Q9UGJ1,PDCD1,TUBGCP4,exp
3583,Q15116,Q92520,PDCD1,FAM3C,exp
3584,Q15256,Q9Y2R2,PTPRR,PTPN22,pred
3585,Q15262,Q9Y2R2,PTPRK,PTPN22,pred
3586,Q15293,Q9Y2R2,RCN1,PTPN22,exp
3587,Q15303,Q9Y2R2,ERBB4,PTPN22,pred
3588,Q15573,Q9NSU2,TAF1A,TREX1,pred
3589,Q15678,Q9Y2R2,PTPN14,PTPN22,pred
3590,Q16644,Q9Y2R2,MAPKAPK3,PTPN22,pred
3591,Q16690,Q9Y2R2,DUSP5,PTPN22,pred
3592,Q16795,Q9Y2R2,NDUFA9,PTPN22,exp
3593,Q16825,Q9Y2R2,PTPN21,PTPN22,pred
3594,Q16827,Q9Y2R2,PTPRO,PTPN22,pred
3595,Q16849,Q9Y2R2,PTPRN,PTPN22,pred
3596,Q16851,Q9Y2R2,UGP2,PTPN22,pred
3597,Q29980,Q9Y2R2,MICB,PTPN22,pred
3598,Q2KHM9,Q9Y2R2,KIAA0753,PTPN22,exp
3599,Q2M1P5,Q9Y2R2,KIF7,PTPN22,exp
3600,Q4JDL3,Q9Y2R2,PTPN20,PTPN22,pred
3601,Q53T94,Q9NSU2,TAF1B,TREX1,pred
3602,Q6P4A7,Q9Y2R2,SFXN4,PTPN22,exp
3603,Q6PIZ9,Q9Y2R2,TRAT1,PTPN22,pred
3604,Q76I76,Q9Y2R2,SSH2,PTPN22,pred
3605,Q86WV1,Q9Y2R2,SKAP1,PTPN22,pred
3606,Q86WX3,Q9Y2R2,RPS19BP1,PTPN22,exp
3607,Q86YT6,Q9Y2R2,MIB1,PTPN22,exp
3608,Q8IUD6,Q9Y2R2,RNF135,PTPN22,pred
3609,Q8IY31,Q9NSU2,IFT20,TREX1,exp
3610,Q8N720,Q9Y2R2,ZNF655,PTPN22,pred
3611,Q8NET5,Q9Y2R2,NFAM1,PTPN22,pred
3612,Q8TE67,Q9Y2R2,EPS8L3,PTPN22,pred
3613,Q8TE68,Q9Y2R2,EPS8L1,PTPN22,pred
3614,Q8TE77,Q9Y2R2,SSH3,PTPN22,pred
3615,Q8WWC4,Q9Y2R2,MAIP1,PTPN22,exp
3616,Q8WXW3,Q9Y2R2,PIBF1,PTPN22,exp
3617,Q8WYL5,Q9Y2R2,SSH1,PTPN22,pred
3618,Q92729,Q9Y2R2,PTPRU,PTPN22,pred
3619,Q92835,Q9Y2R2,INPP5D,PTPN22,pred
3620,Q92918,Q9Y2R2,MAP4K1,PTPN22,pred
3621,Q92932,Q9Y2R2,PTPRN2,PTPN22,pred
3622,Q96DN5,Q9Y2R2,TBC1D31,PTPN22,exp
3623,Q96F15,Q9Y2R2,GIMAP5,PTPN22,pred
3624,Q96G03,Q9Y2R2,PGM2,PTPN22,pred
3625,Q96M89,Q9Y2R2,CCDC138,PTPN22,exp
3626,Q99062,Q9Y2R2,CSF3R,PTPN22,pred
3627,Q99952,Q9Y2R2,PTPN18,PTPN22,pred
3628,Q9BQ50,Q9NSU2,TREX2,TREX1,pred
3629,Q9BQB6,Q9NSU2,VKORC1,TREX1,exp
3630,Q9BRK4,Q9Y2R2,LZTS2,PTPN22,exp
3631,Q9BRK5,Q9Y2R2,SDF4,PTPN22,exp
3632,Q9BY32,Q9Y2R2,ITPA,PTPN22,pred
3633,Q9BZS1,Q9Y2R2,FOXP3,PTPN22,ortho
3634,Q9GZY6,Q9Y2R2,LAT2,PTPN22,pred
3635,Q9H204,Q9Y2R2,MED28,PTPN22,pred
3636,Q9H3S7,Q9Y2R2,PTPN23,PTPN22,pred
3637,Q9H4K1,Q9NSU2,RIBC2,TREX1,exp
3638,Q9H6S3,Q9Y2R2,EPS8L2,PTPN22,pred
3639,Q9H939,Q9Y2R2,PSTPIP2,PTPN22,exp;ortho
3640,Q9HBG7,Q9Y2R2,LY9,PTPN22,pred
3641,Q9HC21,Q9Y2R2,SLC25A19,PTPN22,exp
3642,Q9HCE1,Q9NSU2,MOV10,TREX1,exp
3643,Q9HD43,Q9Y2R2,PTPRH,PTPN22,pred
3644,Q9NP31,Q9Y2R2,SH2D2A,PTPN22,pred
3645,Q9NPJ6,Q9Y2R2,MED4,PTPN22,exp
3646,Q9NRF2,Q9Y2R2,SH2B1,PTPN22,pred
3647,Q9NSU2,Q9UBU9,TREX1,NXF1,exp
3648,Q9NSU2,Q9Y2Z0,TREX1,SUGT1,exp
3649,Q9NSU2,Q9UMX0,TREX1,UBQLN1,exp
3650,Q9NSU2,Q9ULC3,TREX1,RAB23,exp
3651,Q9NSU2,Q9Y6H1,TREX1,CHCHD2,exp
3652,Q9NSU2,Q9Y6X0,TREX1,SETBP1,pred
3653,Q9NSU2,Q9UQ84,TREX1,EXO1,pred
3654,Q9NSU2,Q9NSU2,TREX1,TREX1,pred
3655,Q9NWQ8,Q9Y2R2,PAG1,PTPN22,ortho
3656,Q9NZQ3,Q9Y2R2,NCKIPSD,PTPN22,pred
3657,Q9UKU7,Q9Y2R2,ACAD8,PTPN22,exp
3658,Q9UKW4,Q9Y2R2,VAV3,PTPN22,pred
3659,Q9ULW0,Q9Y2R2,TPX2,PTPN22,pred
3660,Q9UPN4,Q9Y2R2,CEP131,PTPN22,exp
3661,Q9UQ16,Q9Y2R2,DNM3,PTPN22,pred
3662,Q9UQQ2,Q9Y2R2,SH2B3,PTPN22,pred
3663,Q9Y279,Q9Y2R2,VSIG4,PTPN22,pred
3664,Q9Y2D8,Q9Y2R2,SSX2IP,PTPN22,exp
3665,Q9Y2R2,Q9Y6W6,PTPN22,DUSP10,pred
3666,Q9Y2R2,Q9Y2R2,PTPN22,PTPN22,exp
3667,Q9Y2R2,Q9Y6J8,PTPN22,STYXL1,pred
