,UniProt1,UniProt2,symbol1,symbol2,evidence type
1583,P13501,P21580,CCL5,TNFAIP3,pred
1584,P13501,Q13546,CCL5,RIPK1,pred
1585,P13501,Q13568,CCL5,IRF5,pred
1586,P13569,Q13546,CFTR,RIPK1,pred
1587,P13612,P31994,ITGA4,FCGR2B,pred
1588,P13671,P31994,C6,FCGR2B,pred
1589,P13686,P19878,ACP5,NCF2,pred
1590,P13796,P21580,LCP1,TNFAIP3,pred
1591,P13861,Q13546,PRKAR2A,RIPK1,pred
1592,P13861,Q9Y2R2,PRKAR2A,PTPN22,exp
1593,P14222,P19878,PRF1,NCF2,pred
1594,P14316,P19878,IRF2,NCF2,pred
1595,P14316,Q13568,IRF2,IRF5,pred
1596,P14316,Q14765,IRF2,STAT4,pred
1597,P14317,P19878,HCLS1,NCF2,pred
1598,P14317,P31994,HCLS1,FCGR2B,pred
1599,P14373,P21580,TRIM27,TNFAIP3,pred
1600,P14373,Q13546,TRIM27,RIPK1,exp
1601,P14373,Q13568,TRIM27,IRF5,pred
1602,P14598,P19878,NCF1,NCF2,exp;pred
1603,P14616,P29376,INSRR,LTK,pred
1604,P14616,Q13546,INSRR,RIPK1,pred
1605,P14616,Q14765,INSRR,STAT4,pred
1606,P14616,Q9Y2R2,INSRR,PTPN22,pred
1607,P14618,P29376,PKM,LTK,exp
1608,P14625,Q13546,HSP90B1,RIPK1,pred
1609,P14635,Q13546,CCNB1,RIPK1,pred
1610,P14649,Q13546,MYL6B,RIPK1,pred
1611,P14778,P21580,IL1R1,TNFAIP3,pred
1612,P14778,P31994,IL1R1,FCGR2B,pred
1613,P14778,Q13546,IL1R1,RIPK1,pred
1614,P14778,Q13568,IL1R1,IRF5,pred
1615,P14784,P16410,IL2RB,CTLA4,pred
1616,P14784,P31994,IL2RB,FCGR2B,pred
1617,P14784,Q14765,IL2RB,STAT4,pred
1618,P14784,Q9Y2R2,IL2RB,PTPN22,pred
1619,P15018,P16410,LIF,CTLA4,pred
1620,P15018,P21580,LIF,TNFAIP3,pred
1621,P15036,Q13568,ETS2,IRF5,pred
1622,P15056,P21580,BRAF,TNFAIP3,pred
1623,P15056,Q13546,BRAF,RIPK1,pred
1624,P15153,P19878,RAC2,NCF2,exp;pred
1625,P15153,Q13546,RAC2,RIPK1,pred
1626,P15391,P16410,CD19,CTLA4,pred
1627,P15391,P20023,CD19,CR2,exp;pred
1628,P15391,P29376,CD19,LTK,pred
1629,P15391,P31994,CD19,FCGR2B,pred
1630,P15391,Q9Y2R2,CD19,PTPN22,pred
1631,P15498,P16410,VAV1,CTLA4,pred
1632,P15498,P19878,VAV1,NCF2,pred
1633,P15498,P29376,VAV1,LTK,pred
1634,P15498,Q9Y2R2,VAV1,PTPN22,exp;pred
1635,P15509,P21580,CSF2RA,TNFAIP3,pred
1636,P15529,P20023,CD46,CR2,pred
1637,P15529,P31994,CD46,FCGR2B,pred
1638,P15586,P31994,GNS,FCGR2B,pred
1639,P15813,P16410,CD1D,CTLA4,pred
1640,P15813,P19878,CD1D,NCF2,pred
1641,P15813,P31994,CD1D,FCGR2B,pred
1642,P15814,P31994,IGLL1,FCGR2B,pred
1643,P15822,Q13568,HIVEP1,IRF5,exp
1644,P16157,Q8NDB2,ANK1,BANK1,pred
1645,P16190,P16410,HLA-A,CTLA4,pred
1646,P16234,P29376,PDGFRA,LTK,pred
1647,P16234,Q13546,PDGFRA,RIPK1,pred
1648,P16260,Q15116,SLC25A16,PDCD1,exp
1649,P16284,P31994,PECAM1,FCGR2B,pred
1650,P16333,P19878,NCK1,NCF2,pred
1651,P16333,P29376,NCK1,LTK,pred
1652,P16333,P31994,NCK1,FCGR2B,exp;pred
1653,P16410,Q7Z6A9,CTLA4,BTLA,pred
1654,P16410,Q01151,CTLA4,CD83,pred
1655,P16410,Q15772,CTLA4,SPEG,pred
1656,P16410,Q9HC29,CTLA4,NOD2,pred
1657,P16410,Q8IWV1,CTLA4,LAX1,exp
1658,P16410,P33681,CTLA4,CD80,exp;pred
1659,P16410,Q13422,CTLA4,IKZF1,pred
1660,P16410,P25942,CTLA4,CD40,pred
1661,P16410,P19320,CTLA4,VCAM1,pred
1662,P16410,Q04826,CTLA4,HLA-B,pred
1663,P16410,P40189,CTLA4,IL6ST,pred
1664,P16410,P30481,CTLA4,HLA-B,pred
1665,P16410,Q6UWB1,CTLA4,IL27RA,pred
1666,P16410,P30485,CTLA4,HLA-B,pred
1667,P16410,P42081,CTLA4,CD86,exp;pred
1668,P16410,Q6EEV6,CTLA4,SUMO4,pred
1669,P16410,P30461,CTLA4,HLA-B,pred
1670,P16410,P48740,CTLA4,MASP1,pred
1671,P16410,P18463,CTLA4,HLA-B,pred
1672,P16410,P37173,CTLA4,TGFBR2,pred
1673,P16410,Q8NET5,CTLA4,NFAM1,pred
1674,P16410,P30480,CTLA4,HLA-B,pred
1675,P16410,P30685,CTLA4,HLA-B,pred
1676,P16410,P24394,CTLA4,IL4R,pred
1677,P16410,P42229,CTLA4,STAT5A,exp;pred
1678,P16410,P35225,CTLA4,IL13,pred
1679,P16410,Q495A1,CTLA4,TIGIT,pred
1680,P16410,Q9BZS1,CTLA4,FOXP3,ortho
1681,P16410,Q06124,CTLA4,PTPN11,exp;pred
1682,P16410,P51692,CTLA4,STAT5B,exp
1683,P16410,P60568,CTLA4,IL2,pred
1684,P16410,Q9UDY8,CTLA4,MALT1,pred
1685,P16410,P30459,CTLA4,HLA-A,pred
1686,P16410,P49767,CTLA4,VEGFC,pred
1687,P16410,Q8NI17,CTLA4,IL31RA,pred
1688,P16410,P20039,CTLA4,HLA-DRB1,pred
1689,P16410,Q92956,CTLA4,TNFRSF14,pred
1690,P16410,Q96IQ7,CTLA4,VSIG2,pred
1691,P16410,Q9UIR0,CTLA4,BTNL2,pred
1692,P16410,Q15465,CTLA4,SHH,pred
1693,P16410,Q31610,CTLA4,HLA-B,pred
1694,P16410,P78310,CTLA4,CXADR,pred
1695,P16410,P27986,CTLA4,PIK3R1,exp;pred
1696,P16410,Q13905,CTLA4,RAPGEF1,exp
1697,P16410,Q9NPF7,CTLA4,IL23A,pred
1698,P16410,Q8WVV5,CTLA4,BTN2A2,pred
1699,P16410,P40933,CTLA4,IL15,pred
1700,P16410,P30490,CTLA4,HLA-B,pred
1701,P16410,P30464,CTLA4,HLA-B,pred
1702,P16410,Q15717,CTLA4,ELAVL1,exp
1703,P16410,P30491,CTLA4,HLA-B,pred
1704,P16410,Q08722,CTLA4,CD47,pred
1705,P16410,P30479,CTLA4,HLA-B,pred
1706,P16410,P22301,CTLA4,IL10,pred
1707,P16410,P42681,CTLA4,TXK,exp
1708,P16410,P30504,CTLA4,HLA-C,pred
1709,P16410,P36888,CTLA4,FLT3,pred
1710,P16410,P16871,CTLA4,IL7R,pred
1711,P16410,Q30154,CTLA4,HLA-DRB5,pred
1712,P16410,Q29980,CTLA4,MICB,pred
1713,P16410,Q29940,CTLA4,HLA-B,pred
1714,P16410,Q9NQ25,CTLA4,SLAMF7,pred
1715,P16410,Q08881,CTLA4,ITK,pred
1716,P16410,Q15172,CTLA4,PPP2R5A,exp
1717,P16410,Q9HBE4,CTLA4,IL21,pred
1718,P16410,P30488,CTLA4,HLA-B,pred
1719,P16410,Q9NQ38,CTLA4,SPINK5,pred
1720,P16410,P29460,CTLA4,IL12B,pred
1721,P16410,P26842,CTLA4,CD27,pred
1722,P16410,Q9BQ51,CTLA4,PDCD1LG2,pred
1723,P16410,Q96CW1,CTLA4,AP2M1,exp;ortho;pred
1724,P16410,Q9NZQ7,CTLA4,CD274,pred
1725,P16410,P16410,CTLA4,CTLA4,exp;ortho
1726,P16410,P29965,CTLA4,CD40LG,pred
1727,P16410,Q9HBG7,CTLA4,LY9,pred
1728,P16410,Q14116,CTLA4,IL18,pred
1729,P16410,Q9P1W8,CTLA4,SIRPG,pred
1730,P16410,P61812,CTLA4,TGFB2,pred
1731,P16410,Q9BY67,CTLA4,CADM1,pred
1732,P16410,P20701,CTLA4,ITGAL,pred
1733,P16410,Q9Y279,CTLA4,VSIG4,pred
1734,P16410,Q9HBE1,CTLA4,PATZ1,pred
1735,P16410,P18464,CTLA4,HLA-B,pred
1736,P16410,P42226,CTLA4,STAT6,pred
1737,P16410,Q6UXG8,CTLA4,BTNL9,pred
1738,P16410,P61006,CTLA4,RAB8A,exp
1739,P16410,P26045,CTLA4,PTPN3,pred
1740,P16410,Q13469,CTLA4,NFATC2,ortho
1741,P16410,Q8IUL8,CTLA4,CILP2,pred
1742,P16410,Q96RJ3,CTLA4,TNFRSF13C,pred
1743,P16410,Q14258,CTLA4,TRIM25,exp
1744,P16410,Q15306,CTLA4,IRF4,pred
1745,P16410,Q96F15,CTLA4,GIMAP5,pred
1746,P16410,P30487,CTLA4,HLA-B,pred
1747,P16410,Q9BXS5,CTLA4,AP1M1,exp;pred
1748,P16410,Q16653,CTLA4,MOG,pred
1749,P16410,P35968,CTLA4,KDR,pred
1750,P16410,Q6UXL0,CTLA4,IL20RB,pred
1751,P16410,P50851,CTLA4,LRBA,exp
1752,P16410,Q9BX59,CTLA4,TAPBPL,pred
1753,P16410,P30483,CTLA4,HLA-B,pred
1754,P16410,P31785,CTLA4,IL2RG,pred
1755,P16410,Q5ZPR3,CTLA4,CD276,pred
1756,P16452,P24855,EPB42,DNASE1,pred
1757,P16591,P29376,FER,LTK,pred
1758,P16591,Q13546,FER,RIPK1,pred
1759,P16591,Q14765,FER,STAT4,pred
1760,P16871,P21580,IL7R,TNFAIP3,pred
1761,P16871,P23510,IL7R,TNFSF4,pred
1762,P16871,P31994,IL7R,FCGR2B,pred
1763,P16871,Q14765,IL7R,STAT4,pred
1764,P16885,P19878,PLCG2,NCF2,pred
1765,P16885,Q13546,PLCG2,RIPK1,pred
1766,P16885,Q9Y2R2,PLCG2,PTPN22,pred
1767,P17066,P21580,HSPA6,TNFAIP3,pred
1768,P17066,Q13546,HSPA6,RIPK1,pred
1769,P17181,Q13546,IFNAR1,RIPK1,ortho;pred
1770,P17181,Q14765,IFNAR1,STAT4,ortho;pred
1771,P17252,P19878,PRKCA,NCF2,pred
1772,P17252,Q13546,PRKCA,RIPK1,pred
1773,P17301,P31994,ITGA2,FCGR2B,pred
1774,P17480,Q9NSU2,UBTF,TREX1,pred
1775,P17612,Q13546,PRKACA,RIPK1,pred
1776,P17655,P29376,CAPN2,LTK,pred
1777,P17676,P21580,CEBPB,TNFAIP3,pred
1778,P17706,Q13546,PTPN2,RIPK1,pred
1779,P17706,Q14765,PTPN2,STAT4,pred
1780,P17706,Q9Y2R2,PTPN2,PTPN22,pred
1781,P17844,Q13546,DDX5,RIPK1,pred
1782,P17858,Q13546,PFKL,RIPK1,pred
1783,P17858,Q13568,PFKL,IRF5,pred
1784,P17927,P20023,CR1,CR2,exp;pred
1785,P17931,P31994,LGALS3,FCGR2B,exp
1786,P17947,P19878,SPI1,NCF2,pred
1787,P17947,Q14765,SPI1,STAT4,pred
1788,P17948,P29376,FLT1,LTK,pred
1789,P17948,Q13546,FLT1,RIPK1,pred
1790,P17987,P21580,TCP1,TNFAIP3,pred
1791,P18031,P29376,PTPN1,LTK,exp;pred
1792,P18031,Q14765,PTPN1,STAT4,pred
1793,P18031,Q9Y2R2,PTPN1,PTPN22,pred
1794,P18428,P24855,LBP,DNASE1,pred
1795,P18433,Q9Y2R2,PTPRA,PTPN22,pred
1796,P18545,P24855,PDE6G,DNASE1,pred
1797,P18847,P21580,ATF3,TNFAIP3,pred
1798,P19012,Q9Y2R2,KRT15,PTPN22,pred
1799,P19022,P29376,CDH2,LTK,pred
1800,P19022,Q9Y2R2,CDH2,PTPN22,exp
1801,P19105,P21580,MYL12A,TNFAIP3,pred
1802,P19105,Q13546,MYL12A,RIPK1,pred
1803,P19174,P29376,PLCG1,LTK,exp
1804,P19174,P31994,PLCG1,FCGR2B,exp;pred
1805,P19174,Q9Y2R2,PLCG1,PTPN22,pred
1806,P19235,P29376,EPOR,LTK,pred
1807,P19235,P31994,EPOR,FCGR2B,pred
1808,P19235,Q14765,EPOR,STAT4,pred
1809,P19235,Q9Y2R2,EPOR,PTPN22,pred
1810,P19320,P19878,VCAM1,NCF2,pred
1811,P19320,P31994,VCAM1,FCGR2B,pred
1812,P19338,P21580,NCL,TNFAIP3,pred
1813,P19397,P19878,CD53,NCF2,pred
1814,P19438,P21580,TNFRSF1A,TNFAIP3,exp;ortho;pred
1815,P19438,Q13546,TNFRSF1A,RIPK1,exp;ortho;pred
1816,P19474,P19878,TRIM21,NCF2,pred
1817,P19474,P21580,TRIM21,TNFAIP3,pred
1818,P19474,P23510,TRIM21,TNFSF4,pred
1819,P19474,Q13546,TRIM21,RIPK1,pred
1820,P19474,Q13568,TRIM21,IRF5,exp;pred
1821,P19525,Q13546,EIF2AK2,RIPK1,pred
1822,P19784,P29376,CSNK2A2,LTK,pred
1823,P19838,P21580,NFKB1,TNFAIP3,exp;pred
1824,P19838,Q13546,NFKB1,RIPK1,exp;pred
1825,P19838,Q13568,NFKB1,IRF5,pred
1826,P19838,Q14765,NFKB1,STAT4,pred
1827,P19875,P21580,CXCL2,TNFAIP3,pred
1828,P19878,Q13501,NCF2,SQSTM1,pred
1829,P19878,Q9BVN2,NCF2,RUSC1,pred
1830,P19878,Q7L1T6,NCF2,CYB5R4,pred
1831,P19878,Q9UQQ2,NCF2,SH2B3,pred
1832,P19878,Q92956,NCF2,TNFRSF14,pred
1833,P19878,Q9BYG4,NCF2,PARD6G,pred
1834,P19878,P19878,NCF2,NCF2,pred
1835,P19878,Q13546,NCF2,RIPK1,pred
1836,P19878,Q8IYJ3,NCF2,SYTL1,exp
1837,P19878,P62988,NCF2,-,pred
1838,P19878,Q05513,NCF2,PRKCZ,pred
1839,P19878,Q9Y3Z3,NCF2,SAMHD1,pred
1840,P19878,Q8IYU4,NCF2,UBQLNL,pred
1841,P19878,Q9NPH3,NCF2,IL1RAP,pred
1842,P19878,Q8TCU6,NCF2,PREX1,pred
1843,P19878,Q9UMX0,NCF2,UBQLN1,pred
1844,P19878,Q12965,NCF2,MYO1E,pred
1845,P19878,Q9P1Y5,NCF2,CAMSAP3,exp
1846,P19878,P25025,NCF2,CXCR2,pred
1847,P19878,Q6XZF7,NCF2,DNMBP,pred
1848,P19878,Q9NY25,NCF2,CLEC5A,pred
1849,P19878,Q15080,NCF2,NCF4,exp;ortho;pred
1850,P19878,P61201,NCF2,COPS2,pred
1851,P19878,Q9P2A4,NCF2,ABI3,pred
1852,P19878,P46940,NCF2,IQGAP1,pred
1853,P19878,Q9NZC2,NCF2,TREM2,pred
1854,P19878,P21359,NCF2,NF1,pred
1855,P19878,Q7Z6J0,NCF2,SH3RF1,pred
1856,P19878,P62873,NCF2,GNB1,exp
1857,P19878,Q13094,NCF2,LCP2,pred
1858,P19878,Q96RF0,NCF2,SNX18,pred
1859,P19878,P80192,NCF2,MAP3K9,pred
1860,P19878,Q13404,NCF2,UBE2V1,pred
1861,P19878,P30041,NCF2,PRDX6,exp;pred
1862,P19878,P68543,NCF2,UBXN2A,pred
1863,P19878,Q96J02,NCF2,ITCH,pred
1864,P19878,P63000,NCF2,RAC1,exp;pred
1865,P19878,P22749,NCF2,GNLY,pred
1866,P19878,P29350,NCF2,PTPN6,pred
1867,P19878,Q96LJ8,NCF2,UBXN10,pred
1868,P19878,Q9UFD9,NCF2,RIMBP3,pred
1869,P19878,Q6ZMT1,NCF2,STAC2,pred
1870,P19878,Q16584,NCF2,MAP3K11,pred
1871,P19878,P63096,NCF2,GNAI1,exp
1872,P19878,Q8WZ60,NCF2,KLHL6,pred
1873,P19878,P26038,NCF2,MSN,pred
1874,P19878,P61077,NCF2,UBE2D3,pred
1875,P19878,Q96JQ5,NCF2,MS4A4A,pred
1876,P19878,P25774,NCF2,CTSS,pred
1877,P19878,Q9UJU6,NCF2,DBNL,pred
1878,P19878,P31146,NCF2,CORO1A,pred
1879,P19878,Q53QZ3,NCF2,ARHGAP15,pred
1880,P19878,Q08881,NCF2,ITK,pred
1881,P19878,Q8N157,NCF2,AHI1,pred
1882,P19878,P43405,NCF2,SYK,pred
1883,P19878,P34910,NCF2,EVI2B,pred
1884,P19878,Q9H6S3,NCF2,EPS8L2,pred
1885,P19878,Q9BYG5,NCF2,PARD6B,pred
1886,P19878,Q9HAC8,NCF2,UBTD1,pred
1887,P19878,P43403,NCF2,ZAP70,pred
1888,P19878,Q8TEJ3,NCF2,SH3RF3,pred
1889,P19878,Q5T124,NCF2,UBXN11,pred
1890,P19878,Q9BXW9,NCF2,FANCD2,ortho
1891,P19878,Q96S82,NCF2,UBL7,pred
1892,P19878,P57075,NCF2,UBASH3A,pred
1893,P19878,Q9UM01,NCF2,SLC7A7,pred
1894,P19878,Q9UHD9,NCF2,UBQLN2,pred
1895,P19878,P98171,NCF2,ARHGAP4,pred
1896,P19878,Q02556,NCF2,IRF8,pred
1897,P19878,Q9H0E2,NCF2,TOLLIP,pred
1898,P19878,Q07325,NCF2,CXCL9,pred
1899,P19878,P52565,NCF2,ARHGDIA,pred
1900,P19878,Q13576,NCF2,IQGAP2,pred
1901,P19878,Q9NPH5,NCF2,NOX4,pred
1902,P19878,P80075,NCF2,CCL8,pred
1903,P19878,Q8WUN7,NCF2,UBTD2,pred
1904,P19878,P41743,NCF2,PRKCI,pred
1905,P19878,Q9BVT8,NCF2,TMUB1,pred
1906,P19878,P61626,NCF2,LYZ,pred
1907,P19878,Q8TD55,NCF2,PLEKHO2,pred
1908,P19878,P60953,NCF2,CDC42,exp;pred
1909,P19878,Q04759,NCF2,PRKCQ,pred
1910,P19878,Q13387,NCF2,MAPK8IP2,pred
1911,P19878,Q9NZ52,NCF2,GGA3,pred
1912,P19878,Q15011,NCF2,HERPUD1,pred
1913,P19878,P51159,NCF2,RAB27A,pred
1914,P19878,P48059,NCF2,LIMS1,pred
1915,P19878,P55008,NCF2,AIF1,pred
1916,P19878,Q9Y5A7,NCF2,NUB1,pred
1917,P19878,Q86VB7,NCF2,CD163,pred
1918,P19878,Q8N7F7,NCF2,UBL4B,pred
1919,P19878,Q8IUD6,NCF2,RNF135,pred
1920,P19878,P84095,NCF2,RHOG,pred
1921,P19878,Q8TF42,NCF2,UBASH3B,pred
1922,P19878,Q16698,NCF2,DECR1,pred
1923,P19878,Q8N2Y8,NCF2,RUSC2,pred
1924,P19878,Q14155,NCF2,ARHGEF7,pred
1925,P19878,Q9NSI8,NCF2,SAMSN1,pred
1926,P19878,Q86WN1,NCF2,FCHSD1,pred
1927,P19878,Q9NRD9,NCF2,DUOX1,pred
1928,P19878,P23497,NCF2,SP100,pred
1929,P19878,Q13651,NCF2,IL10RA,pred
1930,P19878,Q14CS0,NCF2,UBXN2B,pred
1931,P19878,Q9BUZ4,NCF2,TRAF4,exp
1932,P19878,Q8NFA2,NCF2,NOXO1,pred
1933,P19878,Q9NPB6,NCF2,PARD6A,pred
1934,P19878,Q9H6Q3,NCF2,SLA2,pred
1935,P19878,Q13422,NCF2,IKZF1,pred
1936,P19878,P42229,NCF2,STAT5A,pred
1937,P19878,P31749,NCF2,AKT1,pred
1938,P19878,Q16548,NCF2,BCL2A1,pred
1939,P19878,Q96MF2,NCF2,STAC3,pred
1940,P19878,Q96PC5,NCF2,MIA2,pred
1941,P19878,Q9UHG0,NCF2,DCDC2,pred
1942,P19878,Q15819,NCF2,UBE2V2,pred
1943,P19878,Q9HBY0,NCF2,NOX3,pred
1944,P19878,P42768,NCF2,WAS,pred
1945,P19878,P60709,NCF2,ACTB,pred
1946,P19878,Q9Y5X1,NCF2,SNX9,pred
1947,P19878,P56945,NCF2,BCAR1,pred
1948,P19878,Q92882,NCF2,OSTF1,pred
1949,P19878,Q9UER7,NCF2,DAXX,exp
1950,P19878,Q9HC29,NCF2,NOD2,pred
1951,P19878,Q8N423,NCF2,LILRB2,pred
1952,P19878,Q15646,NCF2,OASL,pred
1953,P19878,Q8TEC5,NCF2,SH3RF2,pred
1954,P19878,Q92845,NCF2,KIFAP3,exp
1955,P19878,Q9Y6Y9,NCF2,LY96,pred
1956,P19878,P42081,NCF2,CD86,pred
1957,P19878,P27986,NCF2,PIK3R1,pred
1958,P19878,Q8IZP0,NCF2,ABI1,pred
1959,P19878,Q8IUN9,NCF2,CLEC10A,pred
1960,P19878,Q86WV1,NCF2,SKAP1,pred
1961,P19878,Q15669,NCF2,RHOH,pred
1962,P19878,Q13239,NCF2,SLA,pred
1963,P19878,Q00013,NCF2,MPP1,pred
1964,P19878,Q9NZM3,NCF2,ITSN2,pred
1965,P19878,Q9Y279,NCF2,VSIG4,pred
1966,P19878,Q71RG4,NCF2,TMUB2,pred
1967,P19878,Q9UBW5,NCF2,BIN2,pred
1968,P19878,Q9UQB8,NCF2,BAIAP2,pred
1969,P19878,Q9Y5S8,NCF2,NOX1,pred
1970,P19878,Q96PH1,NCF2,NOX5,pred
1971,P19878,Q9Y5K6,NCF2,CD2AP,pred
1972,P19878,Q05655,NCF2,PRKCD,exp;pred
1973,P19878,Q08708,NCF2,CD300C,pred
1974,P19878,P32246,NCF2,CCR1,pred
1975,P19878,Q86UR1,NCF2,NOXA1,pred
1976,P19878,P78527,NCF2,PRKDC,exp
1977,P19878,Q6EEV6,NCF2,SUMO4,pred
1978,P19878,Q13191,NCF2,CBLB,pred
1979,P19878,Q99469,NCF2,STAC,pred
1980,P19878,Q08379,NCF2,GOLGA2,exp
1981,P19878,P52790,NCF2,HK3,pred
1982,P19878,P62834,NCF2,RAP1A,pred
1983,P19878,Q96JP2,NCF2,MYO15B,pred
1984,P19878,P54578,NCF2,USP14,pred
1985,P19878,Q06187,NCF2,BTK,pred
1986,P19878,Q13177,NCF2,PAK2,pred
1987,P19878,Q13148,NCF2,TARDBP,exp
1988,P19878,Q96K76,NCF2,USP47,exp
1989,P19878,P54252,NCF2,ATXN3,pred
1990,P19878,Q13153,NCF2,PAK1,pred
1991,P19878,P52566,NCF2,ARHGDIB,pred
1992,P19878,P41218,NCF2,MNDA,pred
1993,P19878,Q00587,NCF2,CDC42EP1,pred
1994,P19878,P48061,NCF2,CXCL12,pred
1995,P19878,Q8WV28,NCF2,BLNK,pred
1996,P19878,P32927,NCF2,CSF2RB,pred
1997,P19878,Q7Z4I7,NCF2,LIMS2,pred
1998,P19878,Q92558,NCF2,WASF1,pred
1999,P19878,Q96F15,NCF2,GIMAP5,pred
2000,P19878,P47712,NCF2,PLA2G4A,exp
2001,P19878,Q8NHL6,NCF2,LILRB1,pred
2002,P19878,Q13571,NCF2,LAPTM5,pred
2003,P19878,P47992,NCF2,XCL1,pred
2004,P19878,Q9NQ75,NCF2,CASS4,pred
2005,P19878,Q04656,NCF2,ATP7A,pred
2006,P19878,P46379,NCF2,BAG6,pred
2007,P19878,P35228,NCF2,NOS2,pred
2008,P19878,Q92608,NCF2,DOCK2,pred
2009,P19878,Q14247,NCF2,CTTN,pred
2010,P19878,Q8TE67,NCF2,EPS8L3,pred
2011,P19878,P31358,NCF2,CD52,pred
2012,P19878,Q9H4E7,NCF2,DEF6,pred
2013,P19878,Q14847,NCF2,LASP1,pred
2014,P19878,Q12982,NCF2,BNIP2,pred
2015,P19878,Q9P0V8,NCF2,SLAMF8,pred
2016,P19878,Q9UPG8,NCF2,PLAGL2,pred
2017,P19878,Q9Y679,NCF2,AUP1,pred
2018,P19878,P30273,NCF2,FCER1G,pred
2019,P20023,P27918,CR2,CFP,pred
2020,P20023,P29460,CR2,IL12B,pred
2021,P20023,Q15054,CR2,POLD3,pred
2022,P20023,P29558,CR2,RBMS1,pred
2023,P20023,Q14213,CR2,EBI3,pred
2024,P20023,P27986,CR2,PIK3R1,pred
2025,P20023,P60568,CR2,IL2,pred
2026,P20023,P27701,CR2,CD82,pred
2027,P20023,Q13310,CR2,PABPC4,pred
2028,P20023,P29320,CR2,EPHA3,pred
2029,P20023,P20851,CR2,C4BPB,pred
2030,P20023,Q9Y279,CR2,VSIG4,pred
2031,P20023,P20023,CR2,CR2,exp
2032,P20023,P48740,CR2,MASP1,pred
2033,P20023,Q15306,CR2,IRF4,pred
2034,P20023,Q7Z407,CR2,CSMD3,pred
2035,P20023,Q7Z408,CR2,CSMD2,pred
2036,P20023,P78386,CR2,KRT85,pred
2037,P20023,Q96L08,CR2,SUSD3,pred
2038,P20023,P61769,CR2,B2M,pred
2039,P20023,Q9UL17,CR2,TBX21,pred
2040,P20023,P20273,CR2,CD22,pred
2041,P20023,Q9Y613,CR2,FHOD1,exp
2042,P20023,P60033,CR2,CD81,exp;pred
2043,P20023,P20702,CR2,ITGAX,pred
2044,P20023,Q9UGT4,CR2,SUSD2,pred
2045,P20023,Q00839,CR2,HNRNPU,exp
2046,P20036,P31994,HLA-DPA1,FCGR2B,pred
2047,P20138,P31994,CD33,FCGR2B,pred
2048,P20248,Q13546,CCNA2,RIPK1,pred
2049,P20264,Q13546,POU3F3,RIPK1,pred
2050,P20273,P31994,CD22,FCGR2B,pred
2051,P20273,Q9Y2R2,CD22,PTPN22,pred
2052,P20333,P21580,TNFRSF1B,TNFAIP3,pred
2053,P20333,Q13546,TNFRSF1B,RIPK1,exp;pred
2054,P20701,P31994,ITGAL,FCGR2B,pred
2055,P20701,Q9Y2R2,ITGAL,PTPN22,pred
2056,P20794,Q13546,MAK,RIPK1,pred
2057,P20810,P31994,CAST,FCGR2B,pred
2058,P20916,P24855,MAG,DNASE1,pred
2059,P20936,P29376,RASA1,LTK,pred
2060,P20936,Q13546,RASA1,RIPK1,pred
2061,P20936,Q9Y2R2,RASA1,PTPN22,pred
2062,P20963,P31994,CD247,FCGR2B,pred
2063,P20963,Q13609,CD247,DNASE1L3,exp
2064,P20963,Q9Y2R2,CD247,PTPN22,exp;pred
2065,P21333,P21580,FLNA,TNFAIP3,pred
2066,P21333,P23510,FLNA,TNFSF4,pred
2067,P21333,Q13546,FLNA,RIPK1,pred
2068,P21580,P23246,TNFAIP3,SFPQ,pred
2069,P21580,Q8WUI4,TNFAIP3,HDAC7,pred
2070,P21580,Q03135,TNFAIP3,CAV1,pred
2071,P21580,Q96EQ8,TNFAIP3,RNF125,pred
2072,P21580,Q15311,TNFAIP3,RALBP1,pred
2073,P21580,Q9NWZ3,TNFAIP3,IRAK4,pred
2074,P21580,Q15750,TNFAIP3,TAB1,pred
2075,P21580,P50591,TNFAIP3,TNFSF10,exp
2076,P21580,P49189,TNFAIP3,ALDH9A1,exp
2077,P21580,P27348,TNFAIP3,YWHAQ,exp;pred
2078,P21580,Q99759,TNFAIP3,MAP3K3,pred
2079,P21580,P33176,TNFAIP3,KIF5B,pred
2080,P21580,Q9Y4K3,TNFAIP3,TRAF6,exp;ortho;pred
2081,P21580,Q9Y230,TNFAIP3,RUVBL2,pred
2082,P21580,P84103,TNFAIP3,SRSF3,pred
2083,P21580,P24001,TNFAIP3,IL32,pred
2084,P21580,P51965,TNFAIP3,UBE2E1,pred
2085,P21580,P40818,TNFAIP3,USP8,pred
2086,P21580,Q99683,TNFAIP3,MAP3K5,exp;pred
2087,P21580,Q96TC7,TNFAIP3,RMDN3,pred
2088,P21580,Q9Y265,TNFAIP3,RUVBL1,pred
2089,P21580,Q9H3F6,TNFAIP3,KCTD10,exp
2090,P21580,Q8TBC3,TNFAIP3,SHKBP1,exp
2091,P21580,Q14164,TNFAIP3,IKBKE,exp;pred
2092,P21580,Q6ICG6,TNFAIP3,KIAA0930,pred
2093,P21580,Q9H0F6,TNFAIP3,SHARPIN,exp
2094,P21580,Q9NP84,TNFAIP3,TNFRSF12A,pred
2095,P21580,Q8NHQ8,TNFAIP3,RASSF8,pred
2096,P21580,Q15025,TNFAIP3,TNIP1,exp;ortho;pred
2097,P21580,P62158,TNFAIP3,-,pred
2098,P21580,P35580,TNFAIP3,MYH10,pred
