"UniProt1","UniProt2","symbol1","symbol2","evidence type"
"P14616","Q9Y2R2","INSRR","PTPN22","pred"
"P14618","P29376","PKM","LTK","exp"
"P14625","Q13546","HSP90B1","RIPK1","pred"
"P14635","Q13546","CCNB1","RIPK1","pred"
"P14649","Q13546","MYL6B","RIPK1","pred"
"P14778","P21580","IL1R1","TNFAIP3","pred"
"P14778","P31994","IL1R1","FCGR2B","pred"
"P14778","Q13546","IL1R1","RIPK1","pred"
"P14778","Q13568","IL1R1","IRF5","pred"
"P14784","P16410","IL2RB","CTLA4","pred"
"P14784","P31994","IL2RB","FCGR2B","pred"
"P14784","Q14765","IL2RB","STAT4","pred"
"P14784","Q9Y2R2","IL2RB","PTPN22","pred"
"P15018","P16410","LIF","CTLA4","pred"
"P15018","P21580","LIF","TNFAIP3","pred"
"P15036","Q13568","ETS2","IRF5","pred"
"P15056","P21580","BRAF","TNFAIP3","pred"
"P15056","Q13546","BRAF","RIPK1","pred"
"P15153","P19878","RAC2","NCF2","exp;pred"
"P15153","Q13546","RAC2","RIPK1","pred"
"P15391","P16410","CD19","CTLA4","pred"
"P15391","P20023","CD19","CR2","exp;pred"
"P15391","P29376","CD19","LTK","pred"
"P15391","P31994","CD19","FCGR2B","pred"
"P15391","Q9Y2R2","CD19","PTPN22","pred"
"P15498","P16410","VAV1","CTLA4","pred"
"P15498","P19878","VAV1","NCF2","pred"
"P15498","P29376","VAV1","LTK","pred"
"P15498","Q9Y2R2","VAV1","PTPN22","exp;pred"
"P15509","P21580","CSF2RA","TNFAIP3","pred"
"P15529","P20023","CD46","CR2","pred"
"P15529","P31994","CD46","FCGR2B","pred"
"P15586","P31994","GNS","FCGR2B","pred"
"P15813","P16410","CD1D","CTLA4","pred"
"P15813","P19878","CD1D","NCF2","pred"
"P15813","P31994","CD1D","FCGR2B","pred"
"P15814","P31994","IGLL1","FCGR2B","pred"
"P15822","Q13568","HIVEP1","IRF5","exp"
"P16157","Q8NDB2","ANK1","BANK1","pred"
"P16190","P16410","HLA-A","CTLA4","pred"
"P16234","P29376","PDGFRA","LTK","pred"
"P16234","Q13546","PDGFRA","RIPK1","pred"
"P16260","Q15116","SLC25A16","PDCD1","exp"
"P16284","P31994","PECAM1","FCGR2B","pred"
"P16333","P19878","NCK1","NCF2","pred"
"P16333","P29376","NCK1","LTK","pred"
"P16333","P31994","NCK1","FCGR2B","exp;pred"
"P16410","Q7Z6A9","CTLA4","BTLA","pred"
"P16410","Q01151","CTLA4","CD83","pred"
"P16410","Q15772","CTLA4","SPEG","pred"
"P16410","Q9HC29","CTLA4","NOD2","pred"
"P16410","Q8IWV1","CTLA4","LAX1","exp"
"P16410","P33681","CTLA4","CD80","exp;pred"
"P16410","Q13422","CTLA4","IKZF1","pred"
"P16410","P25942","CTLA4","CD40","pred"
"P16410","P19320","CTLA4","VCAM1","pred"
"P16410","Q04826","CTLA4","HLA-B","pred"
"P16410","P40189","CTLA4","IL6ST","pred"
"P16410","P30481","CTLA4","HLA-B","pred"
"P16410","Q6UWB1","CTLA4","IL27RA","pred"
"P16410","P30485","CTLA4","HLA-B","pred"
"P16410","P42081","CTLA4","CD86","exp;pred"
"P16410","Q6EEV6","CTLA4","SUMO4","pred"
"P16410","P30461","CTLA4","HLA-B","pred"
"P16410","P48740","CTLA4","MASP1","pred"
"P16410","P18463","CTLA4","HLA-B","pred"
"P16410","P37173","CTLA4","TGFBR2","pred"
"P16410","Q8NET5","CTLA4","NFAM1","pred"
"P16410","P30480","CTLA4","HLA-B","pred"
"P16410","P30685","CTLA4","HLA-B","pred"
"P16410","P24394","CTLA4","IL4R","pred"
"P16410","P42229","CTLA4","STAT5A","exp;pred"
"P16410","P35225","CTLA4","IL13","pred"
"P16410","Q495A1","CTLA4","TIGIT","pred"
"P16410","Q9BZS1","CTLA4","FOXP3","ortho"
"P16410","Q06124","CTLA4","PTPN11","exp;pred"
"P16410","P51692","CTLA4","STAT5B","exp"
"P16410","P60568","CTLA4","IL2","pred"
"P16410","Q9UDY8","CTLA4","MALT1","pred"
"P16410","P30459","CTLA4","HLA-A","pred"
"P16410","P49767","CTLA4","VEGFC","pred"
"P16410","Q8NI17","CTLA4","IL31RA","pred"
"P16410","P20039","CTLA4","HLA-DRB1","pred"
"P16410","Q92956","CTLA4","TNFRSF14","pred"
"P16410","Q96IQ7","CTLA4","VSIG2","pred"
"P16410","Q9UIR0","CTLA4","BTNL2","pred"
"P16410","Q15465","CTLA4","SHH","pred"
"P16410","Q31610","CTLA4","HLA-B","pred"
"P16410","P78310","CTLA4","CXADR","pred"
"P16410","P27986","CTLA4","PIK3R1","exp;pred"
"P16410","Q13905","CTLA4","RAPGEF1","exp"
"P16410","Q9NPF7","CTLA4","IL23A","pred"
"P16410","Q8WVV5","CTLA4","BTN2A2","pred"
"P16410","P40933","CTLA4","IL15","pred"
"P16410","P30490","CTLA4","HLA-B","pred"
"P16410","P30464","CTLA4","HLA-B","pred"
"P16410","Q15717","CTLA4","ELAVL1","exp"
"P16410","P30491","CTLA4","HLA-B","pred"
"P16410","Q08722","CTLA4","CD47","pred"
"P16410","P30479","CTLA4","HLA-B","pred"
"P16410","P22301","CTLA4","IL10","pred"
"P16410","P42681","CTLA4","TXK","exp"
"P16410","P30504","CTLA4","HLA-C","pred"
"P16410","P36888","CTLA4","FLT3","pred"
"P16410","P16871","CTLA4","IL7R","pred"
"P16410","Q30154","CTLA4","HLA-DRB5","pred"
"P16410","Q29980","CTLA4","MICB","pred"
"P16410","Q29940","CTLA4","HLA-B","pred"
"P16410","Q9NQ25","CTLA4","SLAMF7","pred"
"P16410","Q08881","CTLA4","ITK","pred"
"P16410","Q15172","CTLA4","PPP2R5A","exp"
"P16410","Q9HBE4","CTLA4","IL21","pred"
"P16410","P30488","CTLA4","HLA-B","pred"
"P16410","Q9NQ38","CTLA4","SPINK5","pred"
"P16410","P29460","CTLA4","IL12B","pred"
"P16410","P26842","CTLA4","CD27","pred"
"P16410","Q9BQ51","CTLA4","PDCD1LG2","pred"
"P16410","Q96CW1","CTLA4","AP2M1","exp;ortho;pred"
"P16410","Q9NZQ7","CTLA4","CD274","pred"
"P16410","P16410","CTLA4","CTLA4","exp;ortho"
"P16410","P29965","CTLA4","CD40LG","pred"
"P16410","Q9HBG7","CTLA4","LY9","pred"
"P16410","Q14116","CTLA4","IL18","pred"
"P16410","Q9P1W8","CTLA4","SIRPG","pred"
"P16410","P61812","CTLA4","TGFB2","pred"
"P16410","Q9BY67","CTLA4","CADM1","pred"
"P16410","P20701","CTLA4","ITGAL","pred"
"P16410","Q9Y279","CTLA4","VSIG4","pred"
"P16410","Q9HBE1","CTLA4","PATZ1","pred"
"P16410","P18464","CTLA4","HLA-B","pred"
"P16410","P42226","CTLA4","STAT6","pred"
"P16410","Q6UXG8","CTLA4","BTNL9","pred"
"P16410","P61006","CTLA4","RAB8A","exp"
"P16410","P26045","CTLA4","PTPN3","pred"
"P16410","Q13469","CTLA4","NFATC2","ortho"
"P16410","Q8IUL8","CTLA4","CILP2","pred"
"P16410","Q96RJ3","CTLA4","TNFRSF13C","pred"
"P16410","Q14258","CTLA4","TRIM25","exp"
"P16410","Q15306","CTLA4","IRF4","pred"
"P16410","Q96F15","CTLA4","GIMAP5","pred"
"P16410","P30487","CTLA4","HLA-B","pred"
"P16410","Q9BXS5","CTLA4","AP1M1","exp;pred"
"P16410","Q16653","CTLA4","MOG","pred"
"P16410","P35968","CTLA4","KDR","pred"
"P16410","Q6UXL0","CTLA4","IL20RB","pred"
"P16410","P50851","CTLA4","LRBA","exp"
"P16410","Q9BX59","CTLA4","TAPBPL","pred"
"P16410","P30483","CTLA4","HLA-B","pred"
"P16410","P31785","CTLA4","IL2RG","pred"
"P16410","Q5ZPR3","CTLA4","CD276","pred"
"P16452","P24855","EPB42","DNASE1","pred"
"P16591","P29376","FER","LTK","pred"
"P16591","Q13546","FER","RIPK1","pred"
"P16591","Q14765","FER","STAT4","pred"
"P16871","P21580","IL7R","TNFAIP3","pred"
"P16871","P23510","IL7R","TNFSF4","pred"
"P16871","P31994","IL7R","FCGR2B","pred"
"P16871","Q14765","IL7R","STAT4","pred"
"P16885","P19878","PLCG2","NCF2","pred"
"P16885","Q13546","PLCG2","RIPK1","pred"
"P16885","Q9Y2R2","PLCG2","PTPN22","pred"
"P17066","P21580","HSPA6","TNFAIP3","pred"
"P17066","Q13546","HSPA6","RIPK1","pred"
"P17181","Q13546","IFNAR1","RIPK1","ortho;pred"
"P17181","Q14765","IFNAR1","STAT4","ortho;pred"
"P17252","P19878","PRKCA","NCF2","pred"
"P17252","Q13546","PRKCA","RIPK1","pred"
"P17301","P31994","ITGA2","FCGR2B","pred"
"P17480","Q9NSU2","UBTF","TREX1","pred"
"P17612","Q13546","PRKACA","RIPK1","pred"
"P17655","P29376","CAPN2","LTK","pred"
"P17676","P21580","CEBPB","TNFAIP3","pred"
"P17706","Q13546","PTPN2","RIPK1","pred"
"P17706","Q14765","PTPN2","STAT4","pred"
"P17706","Q9Y2R2","PTPN2","PTPN22","pred"
"P17844","Q13546","DDX5","RIPK1","pred"
"P17858","Q13546","PFKL","RIPK1","pred"
"P17858","Q13568","PFKL","IRF5","pred"
"P17927","P20023","CR1","CR2","exp;pred"
"P17931","P31994","LGALS3","FCGR2B","exp"
"P17947","P19878","SPI1","NCF2","pred"
"P17947","Q14765","SPI1","STAT4","pred"
"P17948","P29376","FLT1","LTK","pred"
"P17948","Q13546","FLT1","RIPK1","pred"
"P17987","P21580","TCP1","TNFAIP3","pred"
"P18031","P29376","PTPN1","LTK","exp;pred"
"P18031","Q14765","PTPN1","STAT4","pred"
"P18031","Q9Y2R2","PTPN1","PTPN22","pred"
"P18428","P24855","LBP","DNASE1","pred"
"P18433","Q9Y2R2","PTPRA","PTPN22","pred"
"P18545","P24855","PDE6G","DNASE1","pred"
"P18847","P21580","ATF3","TNFAIP3","pred"
"P19012","Q9Y2R2","KRT15","PTPN22","pred"
"P19022","P29376","CDH2","LTK","pred"
"P19022","Q9Y2R2","CDH2","PTPN22","exp"
"P19105","P21580","MYL12A","TNFAIP3","pred"
"P19105","Q13546","MYL12A","RIPK1","pred"
"P19174","P29376","PLCG1","LTK","exp"
"P19174","P31994","PLCG1","FCGR2B","exp;pred"
"P19174","Q9Y2R2","PLCG1","PTPN22","pred"
"P19235","P29376","EPOR","LTK","pred"
"P19235","P31994","EPOR","FCGR2B","pred"
"P19235","Q14765","EPOR","STAT4","pred"
"P19235","Q9Y2R2","EPOR","PTPN22","pred"
"P19320","P19878","VCAM1","NCF2","pred"
"P19320","P31994","VCAM1","FCGR2B","pred"
"P19338","P21580","NCL","TNFAIP3","pred"
"P19397","P19878","CD53","NCF2","pred"
"P19438","P21580","TNFRSF1A","TNFAIP3","exp;ortho;pred"
"P19438","Q13546","TNFRSF1A","RIPK1","exp;ortho;pred"
"P19474","P19878","TRIM21","NCF2","pred"
"P19474","P21580","TRIM21","TNFAIP3","pred"
"P19474","P23510","TRIM21","TNFSF4","pred"
"P19474","Q13546","TRIM21","RIPK1","pred"
"P19474","Q13568","TRIM21","IRF5","exp;pred"
"P19525","Q13546","EIF2AK2","RIPK1","pred"
"P19784","P29376","CSNK2A2","LTK","pred"
"P19838","P21580","NFKB1","TNFAIP3","exp;pred"
"P19838","Q13546","NFKB1","RIPK1","exp;pred"
"P19838","Q13568","NFKB1","IRF5","pred"
"P19838","Q14765","NFKB1","STAT4","pred"
"P19875","P21580","CXCL2","TNFAIP3","pred"
"P19878","Q13501","NCF2","SQSTM1","pred"
"P19878","Q9BVN2","NCF2","RUSC1","pred"
"P19878","Q7L1T6","NCF2","CYB5R4","pred"
"P19878","Q9UQQ2","NCF2","SH2B3","pred"
"P19878","Q92956","NCF2","TNFRSF14","pred"
"P19878","Q9BYG4","NCF2","PARD6G","pred"
"P19878","P19878","NCF2","NCF2","pred"
"P19878","Q13546","NCF2","RIPK1","pred"
"P19878","Q8IYJ3","NCF2","SYTL1","exp"
"P19878","P62988","NCF2","-","pred"
"P19878","Q05513","NCF2","PRKCZ","pred"
"P19878","Q9Y3Z3","NCF2","SAMHD1","pred"
"P19878","Q8IYU4","NCF2","UBQLNL","pred"
"P19878","Q9NPH3","NCF2","IL1RAP","pred"
"P19878","Q8TCU6","NCF2","PREX1","pred"
"P19878","Q9UMX0","NCF2","UBQLN1","pred"
"P19878","Q12965","NCF2","MYO1E","pred"
"P19878","Q9P1Y5","NCF2","CAMSAP3","exp"
"P19878","P25025","NCF2","CXCR2","pred"
"P19878","Q6XZF7","NCF2","DNMBP","pred"
"P19878","Q9NY25","NCF2","CLEC5A","pred"
"P19878","Q15080","NCF2","NCF4","exp;ortho;pred"
"P19878","P61201","NCF2","COPS2","pred"
"P19878","Q9P2A4","NCF2","ABI3","pred"
"P19878","P46940","NCF2","IQGAP1","pred"
"P19878","Q9NZC2","NCF2","TREM2","pred"
"P19878","P21359","NCF2","NF1","pred"
"P19878","Q7Z6J0","NCF2","SH3RF1","pred"
"P19878","P62873","NCF2","GNB1","exp"
"P19878","Q13094","NCF2","LCP2","pred"
"P19878","Q96RF0","NCF2","SNX18","pred"
"P19878","P80192","NCF2","MAP3K9","pred"
"P19878","Q13404","NCF2","UBE2V1","pred"
"P19878","P30041","NCF2","PRDX6","exp;pred"
"P19878","P68543","NCF2","UBXN2A","pred"
"P19878","Q96J02","NCF2","ITCH","pred"
"P19878","P63000","NCF2","RAC1","exp;pred"
"P19878","P22749","NCF2","GNLY","pred"
"P19878","P29350","NCF2","PTPN6","pred"
"P19878","Q96LJ8","NCF2","UBXN10","pred"
"P19878","Q9UFD9","NCF2","RIMBP3","pred"
"P19878","Q6ZMT1","NCF2","STAC2","pred"
"P19878","Q16584","NCF2","MAP3K11","pred"
"P19878","P63096","NCF2","GNAI1","exp"
"P19878","Q8WZ60","NCF2","KLHL6","pred"
"P19878","P26038","NCF2","MSN","pred"
"P19878","P61077","NCF2","UBE2D3","pred"
"P19878","Q96JQ5","NCF2","MS4A4A","pred"
"P19878","P25774","NCF2","CTSS","pred"
"P19878","Q9UJU6","NCF2","DBNL","pred"
"P19878","P31146","NCF2","CORO1A","pred"
"P19878","Q53QZ3","NCF2","ARHGAP15","pred"
"P19878","Q08881","NCF2","ITK","pred"
"P19878","Q8N157","NCF2","AHI1","pred"
"P19878","P43405","NCF2","SYK","pred"
"P19878","P34910","NCF2","EVI2B","pred"
"P19878","Q9H6S3","NCF2","EPS8L2","pred"
"P19878","Q9BYG5","NCF2","PARD6B","pred"
"P19878","Q9HAC8","NCF2","UBTD1","pred"
"P19878","P43403","NCF2","ZAP70","pred"
"P19878","Q8TEJ3","NCF2","SH3RF3","pred"
"P19878","Q5T124","NCF2","UBXN11","pred"
"P19878","Q9BXW9","NCF2","FANCD2","ortho"
"P19878","Q96S82","NCF2","UBL7","pred"
"P19878","P57075","NCF2","UBASH3A","pred"
"P19878","Q9UM01","NCF2","SLC7A7","pred"
"P19878","Q9UHD9","NCF2","UBQLN2","pred"
"P19878","P98171","NCF2","ARHGAP4","pred"
"P19878","Q02556","NCF2","IRF8","pred"
"P19878","Q9H0E2","NCF2","TOLLIP","pred"
"P19878","Q07325","NCF2","CXCL9","pred"
"P19878","P52565","NCF2","ARHGDIA","pred"
"P19878","Q13576","NCF2","IQGAP2","pred"
"P19878","Q9NPH5","NCF2","NOX4","pred"
"P19878","P80075","NCF2","CCL8","pred"
"P19878","Q8WUN7","NCF2","UBTD2","pred"
"P19878","P41743","NCF2","PRKCI","pred"
"P19878","Q9BVT8","NCF2","TMUB1","pred"
"P19878","P61626","NCF2","LYZ","pred"
"P19878","Q8TD55","NCF2","PLEKHO2","pred"
"P19878","P60953","NCF2","CDC42","exp;pred"
"P19878","Q04759","NCF2","PRKCQ","pred"
"P19878","Q13387","NCF2","MAPK8IP2","pred"
"P19878","Q9NZ52","NCF2","GGA3","pred"
"P19878","Q15011","NCF2","HERPUD1","pred"
"P19878","P51159","NCF2","RAB27A","pred"
"P19878","P48059","NCF2","LIMS1","pred"
"P19878","P55008","NCF2","AIF1","pred"
"P19878","Q9Y5A7","NCF2","NUB1","pred"
"P19878","Q86VB7","NCF2","CD163","pred"
"P19878","Q8N7F7","NCF2","UBL4B","pred"
"P19878","Q8IUD6","NCF2","RNF135","pred"
"P19878","P84095","NCF2","RHOG","pred"
"P19878","Q8TF42","NCF2","UBASH3B","pred"
"P19878","Q16698","NCF2","DECR1","pred"
"P19878","Q8N2Y8","NCF2","RUSC2","pred"
"P19878","Q14155","NCF2","ARHGEF7","pred"
"P19878","Q9NSI8","NCF2","SAMSN1","pred"
"P19878","Q86WN1","NCF2","FCHSD1","pred"
"P19878","Q9NRD9","NCF2","DUOX1","pred"
"P19878","P23497","NCF2","SP100","pred"
"P19878","Q13651","NCF2","IL10RA","pred"
"P19878","Q14CS0","NCF2","UBXN2B","pred"
"P19878","Q9BUZ4","NCF2","TRAF4","exp"
"P19878","Q8NFA2","NCF2","NOXO1","pred"
"P19878","Q9NPB6","NCF2","PARD6A","pred"
"P19878","Q9H6Q3","NCF2","SLA2","pred"
"P19878","Q13422","NCF2","IKZF1","pred"
"P19878","P42229","NCF2","STAT5A","pred"
"P19878","P31749","NCF2","AKT1","pred"
"P19878","Q16548","NCF2","BCL2A1","pred"
"P19878","Q96MF2","NCF2","STAC3","pred"
"P19878","Q96PC5","NCF2","MIA2","pred"
"P19878","Q9UHG0","NCF2","DCDC2","pred"
"P19878","Q15819","NCF2","UBE2V2","pred"
"P19878","Q9HBY0","NCF2","NOX3","pred"
"P19878","P42768","NCF2","WAS","pred"
"P19878","P60709","NCF2","ACTB","pred"
"P19878","Q9Y5X1","NCF2","SNX9","pred"
"P19878","P56945","NCF2","BCAR1","pred"
"P19878","Q92882","NCF2","OSTF1","pred"
"P19878","Q9UER7","NCF2","DAXX","exp"
"P19878","Q9HC29","NCF2","NOD2","pred"
"P19878","Q8N423","NCF2","LILRB2","pred"
"P19878","Q15646","NCF2","OASL","pred"
"P19878","Q8TEC5","NCF2","SH3RF2","pred"
"P19878","Q92845","NCF2","KIFAP3","exp"
"P19878","Q9Y6Y9","NCF2","LY96","pred"
"P19878","P42081","NCF2","CD86","pred"
"P19878","P27986","NCF2","PIK3R1","pred"
"P19878","Q8IZP0","NCF2","ABI1","pred"
"P19878","Q8IUN9","NCF2","CLEC10A","pred"
"P19878","Q86WV1","NCF2","SKAP1","pred"
"P19878","Q15669","NCF2","RHOH","pred"
"P19878","Q13239","NCF2","SLA","pred"
"P19878","Q00013","NCF2","MPP1","pred"
"P19878","Q9NZM3","NCF2","ITSN2","pred"
"P19878","Q9Y279","NCF2","VSIG4","pred"
"P19878","Q71RG4","NCF2","TMUB2","pred"
"P19878","Q9UBW5","NCF2","BIN2","pred"
"P19878","Q9UQB8","NCF2","BAIAP2","pred"
"P19878","Q9Y5S8","NCF2","NOX1","pred"
"P19878","Q96PH1","NCF2","NOX5","pred"
"P19878","Q9Y5K6","NCF2","CD2AP","pred"
"P19878","Q05655","NCF2","PRKCD","exp;pred"
"P19878","Q08708","NCF2","CD300C","pred"
"P19878","P32246","NCF2","CCR1","pred"
"P19878","Q86UR1","NCF2","NOXA1","pred"
"P19878","P78527","NCF2","PRKDC","exp"
"P19878","Q6EEV6","NCF2","SUMO4","pred"
"P19878","Q13191","NCF2","CBLB","pred"
"P19878","Q99469","NCF2","STAC","pred"
"P19878","Q08379","NCF2","GOLGA2","exp"
"P19878","P52790","NCF2","HK3","pred"
"P19878","P62834","NCF2","RAP1A","pred"
"P19878","Q96JP2","NCF2","MYO15B","pred"
"P19878","P54578","NCF2","USP14","pred"
"P19878","Q06187","NCF2","BTK","pred"
"P19878","Q13177","NCF2","PAK2","pred"
"P19878","Q13148","NCF2","TARDBP","exp"
"P19878","Q96K76","NCF2","USP47","exp"
"P19878","P54252","NCF2","ATXN3","pred"
"P19878","Q13153","NCF2","PAK1","pred"
"P19878","P52566","NCF2","ARHGDIB","pred"
"P19878","P41218","NCF2","MNDA","pred"
"P19878","Q00587","NCF2","CDC42EP1","pred"
"P19878","P48061","NCF2","CXCL12","pred"
"P19878","Q8WV28","NCF2","BLNK","pred"
"P19878","P32927","NCF2","CSF2RB","pred"
"P19878","Q7Z4I7","NCF2","LIMS2","pred"
"P19878","Q92558","NCF2","WASF1","pred"
"P19878","Q96F15","NCF2","GIMAP5","pred"
"P19878","P47712","NCF2","PLA2G4A","exp"
"P19878","Q8NHL6","NCF2","LILRB1","pred"
"P19878","Q13571","NCF2","LAPTM5","pred"
"P19878","P47992","NCF2","XCL1","pred"
"P19878","Q9NQ75","NCF2","CASS4","pred"
"P19878","Q04656","NCF2","ATP7A","pred"
"P19878","P46379","NCF2","BAG6","pred"
"P19878","P35228","NCF2","NOS2","pred"
"P19878","Q92608","NCF2","DOCK2","pred"
"P19878","Q14247","NCF2","CTTN","pred"
"P19878","Q8TE67","NCF2","EPS8L3","pred"
"P19878","P31358","NCF2","CD52","pred"
"P19878","Q9H4E7","NCF2","DEF6","pred"
"P19878","Q14847","NCF2","LASP1","pred"
"P19878","Q12982","NCF2","BNIP2","pred"
"P19878","Q9P0V8","NCF2","SLAMF8","pred"
"P19878","Q9UPG8","NCF2","PLAGL2","pred"
"P19878","Q9Y679","NCF2","AUP1","pred"
"P19878","P30273","NCF2","FCER1G","pred"
"P20023","P27918","CR2","CFP","pred"
"P20023","P29460","CR2","IL12B","pred"
"P20023","Q15054","CR2","POLD3","pred"
"P20023","P29558","CR2","RBMS1","pred"
"P20023","Q14213","CR2","EBI3","pred"
"P20023","P27986","CR2","PIK3R1","pred"
"P20023","P60568","CR2","IL2","pred"
"P20023","P27701","CR2","CD82","pred"
"P20023","Q13310","CR2","PABPC4","pred"
"P20023","P29320","CR2","EPHA3","pred"
"P20023","P20851","CR2","C4BPB","pred"
"P20023","Q9Y279","CR2","VSIG4","pred"
"P20023","P20023","CR2","CR2","exp"
"P20023","P48740","CR2","MASP1","pred"
"P20023","Q15306","CR2","IRF4","pred"
"P20023","Q7Z407","CR2","CSMD3","pred"
"P20023","Q7Z408","CR2","CSMD2","pred"
"P20023","P78386","CR2","KRT85","pred"
"P20023","Q96L08","CR2","SUSD3","pred"
"P20023","P61769","CR2","B2M","pred"
"P20023","Q9UL17","CR2","TBX21","pred"
"P20023","P20273","CR2","CD22","pred"
"P20023","Q9Y613","CR2","FHOD1","exp"
"P20023","P60033","CR2","CD81","exp;pred"
"P20023","P20702","CR2","ITGAX","pred"
"P20023","Q9UGT4","CR2","SUSD2","pred"
"P20023","Q00839","CR2","HNRNPU","exp"
"P20036","P31994","HLA-DPA1","FCGR2B","pred"
"P20138","P31994","CD33","FCGR2B","pred"
"P20248","Q13546","CCNA2","RIPK1","pred"
"P20264","Q13546","POU3F3","RIPK1","pred"
"P20273","P31994","CD22","FCGR2B","pred"
"P20273","Q9Y2R2","CD22","PTPN22","pred"
"P20333","P21580","TNFRSF1B","TNFAIP3","pred"
"P20333","Q13546","TNFRSF1B","RIPK1","exp;pred"
"P20701","P31994","ITGAL","FCGR2B","pred"
"P20701","Q9Y2R2","ITGAL","PTPN22","pred"
"P20794","Q13546","MAK","RIPK1","pred"
"P20810","P31994","CAST","FCGR2B","pred"
"P20916","P24855","MAG","DNASE1","pred"
"P20936","P29376","RASA1","LTK","pred"
"P20936","Q13546","RASA1","RIPK1","pred"
"P20936","Q9Y2R2","RASA1","PTPN22","pred"
"P20963","P31994","CD247","FCGR2B","pred"
"P20963","Q13609","CD247","DNASE1L3","exp"
"P20963","Q9Y2R2","CD247","PTPN22","exp;pred"
"P21333","P21580","FLNA","TNFAIP3","pred"
"P21333","P23510","FLNA","TNFSF4","pred"
"P21333","Q13546","FLNA","RIPK1","pred"
"P21580","P23246","TNFAIP3","SFPQ","pred"
"P21580","Q8WUI4","TNFAIP3","HDAC7","pred"
"P21580","Q03135","TNFAIP3","CAV1","pred"
"P21580","Q96EQ8","TNFAIP3","RNF125","pred"
"P21580","Q15311","TNFAIP3","RALBP1","pred"
"P21580","Q9NWZ3","TNFAIP3","IRAK4","pred"
"P21580","Q15750","TNFAIP3","TAB1","pred"
"P21580","P50591","TNFAIP3","TNFSF10","exp"
"P21580","P49189","TNFAIP3","ALDH9A1","exp"
"P21580","P27348","TNFAIP3","YWHAQ","exp;pred"
"P21580","Q99759","TNFAIP3","MAP3K3","pred"
"P21580","P33176","TNFAIP3","KIF5B","pred"
"P21580","Q9Y4K3","TNFAIP3","TRAF6","exp;ortho;pred"
"P21580","Q9Y230","TNFAIP3","RUVBL2","pred"
"P21580","P84103","TNFAIP3","SRSF3","pred"
"P21580","P24001","TNFAIP3","IL32","pred"
"P21580","P51965","TNFAIP3","UBE2E1","pred"
"P21580","P40818","TNFAIP3","USP8","pred"
"P21580","Q99683","TNFAIP3","MAP3K5","exp;pred"
"P21580","Q96TC7","TNFAIP3","RMDN3","pred"
"P21580","Q9Y265","TNFAIP3","RUVBL1","pred"
"P21580","Q9H3F6","TNFAIP3","KCTD10","exp"
"P21580","Q8TBC3","TNFAIP3","SHKBP1","exp"
"P21580","Q14164","TNFAIP3","IKBKE","exp;pred"
"P21580","Q6ICG6","TNFAIP3","KIAA0930","pred"
"P21580","Q9H0F6","TNFAIP3","SHARPIN","exp"
"P21580","Q9NP84","TNFAIP3","TNFRSF12A","pred"
"P21580","Q8NHQ8","TNFAIP3","RASSF8","pred"
"P21580","Q15025","TNFAIP3","TNIP1","exp;ortho;pred"
"P21580","P62158","TNFAIP3","-","pred"
"P21580","P35580","TNFAIP3","MYH10","pred"
"P21580","Q9Y5E4","TNFAIP3","PCDHB5","exp"
"P21580","Q16890","TNFAIP3","TPD52L1","pred"
"P21580","P26045","TNFAIP3","PTPN3","pred"
"P21580","Q9Y2W7","TNFAIP3","KCNIP3","exp"
"P21580","Q04917","TNFAIP3","YWHAH","exp;pred"
"P21580","Q13114","TNFAIP3","TRAF3","pred"
"P21580","Q9Y3M8","TNFAIP3","STARD13","pred"
"P21580","Q7Z434","TNFAIP3","MAVS","pred"
"P21580","Q6P597","TNFAIP3","KLC3","pred"
"P21580","P62995","TNFAIP3","TRA2B","pred"
"P21580","P23396","TNFAIP3","RPS3","pred"
"P21580","P52272","TNFAIP3","HNRNPM","pred"
"P21580","Q14790","TNFAIP3","CASP8","exp;pred"
"P21580","Q9H857","TNFAIP3","NT5DC2","pred"
"P21580","P51668","TNFAIP3","UBE2D1","exp;pred"
"P21580","Q07011","TNFAIP3","TNFRSF9","pred"
"P21580","P22681","TNFAIP3","CBL","pred"
"P21580","P25054","TNFAIP3","APC","exp"
"P21580","Q6GQQ9","TNFAIP3","OTUD7B","pred"
"P21580","P28482","TNFAIP3","MAPK1","pred"
"P21580","P28331","TNFAIP3","NDUFS1","exp"
"P21580","Q93009","TNFAIP3","USP7","pred"
"P21580","P56524","TNFAIP3","HDAC4","pred"
"P21580","Q96KP6","TNFAIP3","TNIP3","exp;ortho"
"P21580","Q9UNM6","TNFAIP3","PSMD13","pred"
"P21580","P62979","TNFAIP3","RPS27A","pred"
"P21580","Q04206","TNFAIP3","RELA","exp;pred"
"P21580","P28908","TNFAIP3","TNFRSF8","pred"
"P21580","Q92616","TNFAIP3","GCN1","pred"
"P21580","P46695","TNFAIP3","IER3","pred"
"P21580","P22415","TNFAIP3","USF1","exp"
"P21580","Q8N1G4","TNFAIP3","LRRC47","exp"
"P21580","Q8NFZ5","TNFAIP3","TNIP2","exp;ortho;pred"
"P21580","Q9NQC7","TNFAIP3","CYLD","pred"
"P21580","P30305","TNFAIP3","CDC25B","pred"
"P21580","Q12802","TNFAIP3","AKAP13","pred"
"P21580","Q9H0H5","TNFAIP3","RACGAP1","pred"
